1;1;251-00268;"PERNO FO HEX 5/8""X3"" HC C/T";C/U;;;Alm Reparac. Ext;B11A4;100;1;1
2;2;251-00449;"STOVE BOLT FO 1/4""X1/2""";C/U;;;Alm Reparac. Ext;B09C4;1010;1;1
3;3;764-00210;FAJA EN V TIPO 5V-1250 16X3172MM;PZA;;;Alm Reparac. Ext;B87C3;12;1;1
4;4;675-00301;PISTON JEBE P/VALV.PURGA RAPI.P/CAÑONE;PZA;;;Alm Reparac. Ext;B05C1;13;1;1
5;5;675-01903;LAMINA CIERRE AC INOX 250X525X1.5MM;PZA;;;Alm Reparac. Ext;B78A5;8;1;1
6;7;671-00407;DIAFRAGMA JEBE 65X1MM E.COMPL S/M;PZA;;;Alm Reparac. Ext;B05C1;10;1;1
7;8;671-00406;DIAFRAGMA CAUCHO 110X1MM E.COMP.S/M;PZA;;;Alm Reparac. Ext;B05C1;7;1;1
8;10;209-00757;"CONECTOR RECTO MACHO BRONCE 3/8""X1/4""";PZA;;;Almacén Centra;B01C2;23;1;1
9;12;752-00527;"EMPAQUETADURA TORCIDA ESSAT 1/4""X100m";ROL;;;Alm Reparac. Ext;B02F5;5;1;1
10;13;739-00826;SENSOR PROXIMIDAD INDUCTIVO XSAV11801;PZA;;;Alm Reparac. Ext;B05B5;8;1;1
11;14;209-00922;CONECTOR RECTO CONDUIT FO GALV SIM 1.1/2;PZA;;;Alm Reparac. Ext;B01A3;14;1;1
12;17;260-00071;"ELECTRODO SUPERCITO 5/32"" E7018";KG;;;Alm Reparac. Ext;B107B2;256,89;1;1
13;18;675-01947;5741360 PIÑON 31DIENTES Dp= 930m;PZA;;;Almacén Centra;ALM. DINO;1;1;1
14;19;908-00091;BOLSA PAPEL 2PL 42.5KG P/CEM EXTRADURABL;MLR;;;Almacén Centra;ALM.DINO;71,86;1;1
15;20;908-00201;BOLSA PAPEL 2PL 39.5KG CAFE P/CEM ALBA�;MLR;;;Almacén Centra;ALM.DINO;105,38;1;1
16;21;682-00096;"MANGA FILTRO 501-2 D.11.1/2X30'5""";PZA;;;Almacén Centra;ALM/DINO;695;1;1
17;22;682-01239;"MANGA FILTRO POLIESTER 6""X168""";PZA;;;Almacén Centra;ALM/DINO;127;1;1
18;23;908-00181;BOLSON POLIPROPIL 93X93X130CM C/ASAS ROJ;BLS;;;Almacén Centra;ALM/DINO;4321;1;1
19;24;908-00211;BOLSON LAMINADO 93X93X110CM NFP/HMIS;BLS;;;Almacén Centra;ALM/DINO;50;1;1
20;25;908-00221;BOLSON LAMINADO90X90X95CM FONDO CERRADO;BLS;;;Almacén Centra;ALM/DINO;915;1;1
21;26;908-00231;BOLSON LAMINADO 90X90X95CM C/LINER;BLS;;;Almacén Centra;ALM/DINO;1500;1;1
22;60;822-00683;MORTERO ARCILLA REFRACT LIGERO;KG;;;Almacén Centra;ALMPROYDIN;4500;1;1
23;61;510-00133;PANTALON-CAMISA VERDE V/TALLAS *;JGO;;;Almacén Centra;ALT/01TECH;22,5;1;1
24;62;245-00598;GROUT EPOXI;GAL;;;Almacén Centra;ALT/PISO;30;1;1
25;63;238-00993;"PLANCHA TECNOPOR 2""X1.2MX2.4M";PZA;;;Almacén Centra;B ALTILLO;3;1;1
26;64;238-00994;"PLANCHA TECNOPOR 4""X1.2MX2.4M";PZA;;;Almacén Centra;B ALTILLO;4;1;1
27;65;505-00892;CASCO JOCKEY C/FAST TRACK ROJO;PZA;;;Almacén Centra;B-ALTILLO;12;1;1
28;66;510-00988;POLO ALGODON CUELLO V M/CORTA OBR. T:S;PZA;;;Almacén Centra;B-ALTILLO;11;1;1
29;67;510-01003;POLO ALGODON CUELLO V M/CORTA OBR T:M;PZA;;;Almacén Centra;B-ALTILLO;1;1;1
30;68;510-01004;POLO ALGODON CUELLO V M/CORTA OBR. T:L;PZA;;;Almacén Centra;B-ALTILLO;11;1;1
31;69;510-01005;POLO ALGODON CUELLO V M/CORTA OBR T:XL;PZA;;;Almacén Centra;B-ALTILLO;23;1;1
32;70;510-01008;POLO ALGODON CUELLO V M/C T:XXXL;PZA;;;Almacén Centra;B-ALTILLO;10;1;1
33;71;510-01015;BLUSA OXFORD CELESTE M/CORTA EMPL T:S;PZA;;;Almacén Centra;B-ALTILLO;1;1;1
34;72;510-01016;BLUSA OXFORD CELESTE M/CORTA EMPL T:M;PZA;;;Almacén Centra;B-ALTILLO;6;1;1
35;73;510-01017;BLUSA OXFORD CELESTE M/CORTA EMPL T:L;PZA;;;Almacén Centra;B-ALTILLO;16;1;1
36;74;510-01028;POLO ALGODON CUELLO CAMISERO AZUL T:XXL;PZA;;;Almacén Centra;B-ALTILLO;19;1;1
37;75;510-01029;POLO ALGODON CUELLO CAMISERO AZUL T:XXXL;PZA;;;Almacén Centra;B-ALTILLO;10;1;1
38;76;510-01030;CAMISA DRILL BEIGE M/CORTA OBR T:S;PZA;;;Almacén Centra;B-ALTILLO;1;1;1
39;77;510-01031;CAMISA DRILL BEIGE M/CORTA OBR T:M;PZA;;;Almacén Centra;B-ALTILLO;20;1;1
40;78;510-01032;CAMISA DRILL BEIGE M/CORTA OBR T:L;PZA;;;Almacén Centra;B-ALTILLO;89;1;1
41;79;510-01033;CAMISA DRILL BEIGE M/CORTA OBR T:XL;PZA;;;Almacén Centra;B-ALTILLO;75;1;1
42;80;510-01034;CAMISA DRILL BEIGE M/CORTA OBR T:XXL;PZA;;;Almacén Centra;B-ALTILLO;5;1;1
43;81;510-01058;CAMISA DRILL BEIGE M/LARGA OBR T:S;PZA;;;Almacén Centra;B-ALTILLO;1;1;1
44;82;510-01060;CAMISA DRILL BEIGE M/LARGA OBR T:L;PZA;;;Almacén Centra;B-ALTILLO;49;1;1
45;83;510-01061;CAMISA DRILL BEIGE M/LARGA OBR T:XL;PZA;;;Almacén Centra;B-ALTILLO;48;1;1
46;84;510-01062;CAMISA DRILL BEIGE M/LARGA OBR T:XXL;PZA;;;Almacén Centra;B-ALTILLO;1;1;1
47;85;510-01078;BLUSA OXFORD CELESTE M/CORTA EMPL T:XL;PZA;;;Almacén Centra;B-ALTILLO;10;1;1
48;86;510-01168;BLUSA OXFORD CELESTE M/CORTA EMPL T:16;PZA;;;Almacén Centra;B-ALTILLO;17;1;1
49;87;510-01218;CAMISA DENIM BEIGE M/CORTA OBR T:S;PZA;;;Almacén Centra;B-ALTILLO;5;1;1
50;88;510-01219;CAMISA DENIM BEIGE M/CORTA OBR T:M;PZA;;;Almacén Centra;B-ALTILLO;54;1;1
51;89;510-01220;CAMISA DENIM BEIGE M/CORTA OBR T:L;PZA;;;Almacén Centra;B-ALTILLO;184;1;1
52;90;510-01221;CAMISA DENIM BEIGE M/CORTA OBR T:XL;PZA;;;Almacén Centra;B-ALTILLO;39;1;1
53;91;510-01222;CAMISA DENIM BEIGE M/CORTA OBR T:XXL;PZA;;;Almacén Centra;B-ALTILLO;21;1;1
54;92;510-01223;PANTALON DENIM BEIGE OBR T:28;PZA;;;Almacén Centra;B-ALTILLO;1;1;1
55;93;510-01224;PANTALON DENIM BEIGE OBR T:30;PZA;;;Almacén Centra;B-ALTILLO;18;1;1
56;94;510-01225;PANTALON DENIM BEIGE OBR T:32;PZA;;;Almacén Centra;B-ALTILLO;64;1;1
57;95;510-01226;PANTALON DENIM BEIGE OBR T:34;PZA;;;Almacén Centra;B-ALTILLO;141;1;1
58;96;510-01227;PANTALON DENIM BEIGE OBR T:36;PZA;;;Almacén Centra;B-ALTILLO;46;1;1
59;97;510-01228;PANTALON DENIM BEIGE OBR T:37;PZA;;;Almacén Centra;B-ALTILLO;7;1;1
60;98;510-01229;PANTALON DENIM BEIGE OBR T:38;PZA;;;Almacén Centra;B-ALTILLO;8;1;1
61;99;510-01230;PANTALON DENIM BEIGE OBR T:40;PZA;;;Almacén Centra;B-ALTILLO;8;1;1
62;100;510-01231;PANTALON DENIM BEIGE OBR T:42;PZA;;;Almacén Centra;B-ALTILLO;15;1;1
63;101;510-01232;PANTALON DENIM BEIGE OBR T:54;PZA;;;Almacén Centra;B-ALTILLO;10;1;1
64;102;510-01258;PANTALON DENIM BEIGE OBR T:31;PZA;;;Almacén Centra;B-ALTILLO;27;1;1
65;103;510-01259;PANTALON DENIM BEIGE OBR T:50;PZA;;;Almacén Centra;B-ALTILLO;10;1;1
66;104;510-01268;CAMISA DENIM BEIGE M/LARGA OBR T:L;PZA;;;Almacén Centra;B-ALTILLO;83;1;1
67;105;510-01270;CAMISA DENIM BEIGE M/LARGA OBR T:S;PZA;;;Almacén Centra;B-ALTILLO;10;1;1
68;106;510-01271;CAMISA DENIM BEIGE M/LARGA OBR T:XL;PZA;;;Almacén Centra;B-ALTILLO;27;1;1
69;107;510-01272;CAMISA DENIM BEIGE M/LARGA OBR T:XXL;PZA;;;Almacén Centra;B-ALTILLO;19;1;1
70;108;510-01311;POLO ALGODON CUELLO V M/CORTA OBR T:XXL;PZA;;;Almacén Centra;B-ALTILLO;6;1;1
71;109;510-01324;PANTALON DENIM BEIGE OBR T:48;PZA;;;Almacén Centra;B-ALTILLO;10;1;1
72;110;510-01325;CAMISA DENIM BEIGE M/LARGA OBR T:XXXL;PZA;;;Almacén Centra;B-ALTILLO;16;1;1
73;111;510-01363;POLO ALGODON CUELLO V M/LARGA OBR. T:L;PZA;;;Almacén Centra;B-ALTILLO;6;1;1
74;112;510-01364;POLO ALGODON CUELLO V M/LARGA OBR. T:XL;PZA;;;Almacén Centra;B-ALTILLO;12;1;1
75;113;510-01438;POLO ALGODON CUELLO V M/LARGA OBR. T:S;PZA;;;Almacén Centra;B-ALTILLO;6;1;1
76;114;510-01439;POLO ALGODON CUELLO V M/LARGA OBR. T:XXL;PZA;;;Almacén Centra;B-ALTILLO;2;1;1
77;115;510-01550;POLO ALG CUELLO CAMISERO CELESTE M/C T:S;PZA;;;Almacén Centra;B-ALTILLO;1;1;1
78;116;310-00009;NITROGENO INDUSTRIAL RECARGA;M3;;;Almacén Centra;B GASES;47;1;1
79;117;310-00021;NITROGENO +CO 370ppm 200LB;BOT;;;Almacén Centra;B GASES;1;1;1
80;118;310-00025;GAS PATRON O2=5% CO=1.8% N2 150BAR;BOT;;;Almacén Centra;B GASES;4;1;1
81;119;310-00046;OXIGENO INDUSTRIAL RECARGA;M3;;;Almacén Centra;B GASES;20;1;1
82;120;310-00049;GAS COMBUSTIBLE P/OXICORTE;KG;;;Almacén Centra;B GASES;0;1;1
83;121;310-00189;GAS PATRON CO=4.5KPPM NO=.9KPPM N2;BOT;;;Almacén Centra;B GASES;1;1;1
84;122;815-00099;BALON GAS PROPANO 100LBS ENVASE;PZA;;;Almacén Centra;B GASES;10;1;1
85;124;209-00486;"UNION UNIVERSAL FO GALV 1""";C/U;;;Almacén Centra;B01A1;17;1;1
86;125;209-00524;"CONECTOR RECTO FO GALV 1/2""";PZA;;;Almacén Centra;B01A1;616;1;1
87;126;209-00399;"TEE FO GALV 1""";PZA;;;Almacén Centra;B01A2;12;1;1
88;127;209-00487;"UNION UNIVERSAL FO GALV 1.1/2""";C/U;;;Almacén Centra;B01A2;12;1;1
89;128;209-00943;"CONECTOR RECTO CONDUIT FO GALV SIMP 1/2""";PZA;;;Almacén Centra;B01A2;196;1;1
90;130;209-01442;"UNION CONDUIT FO GALV 2""";C/U;;;Almacén Centra;B01A3;30;1;1
91;131;209-00406;"TEE FO GALV 2""";PZA;;;Almacén Centra;B01A4;41;1;1
92;132;209-01915;"CONECTOR RECTO CONDUIT FO GALV HERM 2""";PZA;;;Almacén Centra;B01A4;26;1;1
93;133;209-02267;"REDUCCION BUSHING AC INOX 2""-1""";PZA;;;Almacén Centra;B01A4;9;1;1
94;134;775-03808;CHUMACERA SNL-511-609;PZA;;;Almacén Centra;B01A4;1;1;1
95;135;209-00124;"TEE FO GALV 1.1/2"" ROSCADO";PZA;;;Almacén Centra;B01A5;4;1;1
96;136;209-00260;"NIPLE FO GALV 1.1/2""X3""";PZA;;;Almacén Centra;B01A5;10;1;1
97;137;209-00489;"UNION UNIVERSAL FO GALV 2""";C/U;;;Almacén Centra;B01A5;11;1;1
98;138;209-00708;"CODO FO GALV 2""X90º ROSCAD";C/U;;;Almacén Centra;B01A5;41;1;1
99;139;209-00914;"CONECTOR RECTO CONDUIT FO GALV SIMP 3/4""";PZA;;;Almacén Centra;B01A5;23;1;1
100;140;209-00453;"UNION SIMPLE FO GALV 1/4""";PZA;;;Almacén Centra;B01B1;4;1;1
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
